gene_symbol	raw_counts
C14orf132	39961
C14orf178	98041
C14orf180	73271
C14orf28	20924
C14orf39	23998
C14orf93	92138
C15H9orf40	15926
C15H9orf43	58349
C15orf39	76554
C15orf40	11466
C15orf41	62571
C15orf53	11415
C15orf61	55436
C15orf62	9480
C15orf65	100026
C16H17orf62	30822
C16orf58	42123
C16orf70	97996
C16orf72	82176
C16orf74	20494
C16orf86	84629
C16orf87	53886
C16orf89	60930
C16orf90	70263
C16orf91	38473
C16orf92	51462
C16orf95	60106
C16orf96	32056
C17orf100	70000
C17orf107	69448
C17orf113	94091
C17orf50	34628
C17orf51	74732
C17orf53	32043
C17orf58	22344
C17orf64	92619
C17orf67	71325
C17orf75	58554
C17orf78	63649
C17orf80	72713
C17orf97	89315
C17orf98	13915
C17orf99	70244
C18orf21	46327
C18orf25	29641
C18orf32	85552
C18orf54	87617
C18orf63	60342
C19H19orf48	11564
C19H19orf66	6568
C19H19orf71	29201
C19orf12	85924
C19orf18	50327
C19orf24	12391
C19orf25	33017
C19orf38	6931
C19orf44	56191
C19orf47	45959
C19orf54	45275
C19orf57	35215
C19orf67	96633
C19orf81	44711
C19orf84	26017
C1D	76204
C1GALT1	42713
C1GALT1C1	3433
C1GALT1C1L	4269
C1H1orf43	69873
C1QA	15738
C1QB	64343
C1QBP	22910
C1QC	96457
C1QL1	11234
C1QL2	45254
C1QL3	64185
C1QL4	73464
C1QTNF1	93789
C1QTNF12	57163
C1QTNF2	42834
C1QTNF4	30347
C1QTNF5	27065
C1QTNF6	27242
C1QTNF7	93909
C1QTNF8	81416
C1RL	82235
C1orf100	15022
C1orf105	78271
C1orf109	21073
C1orf112	98146
C1orf115	42304
C1orf116	77307
C1orf122	37699
C1orf127	83659
C1orf131	11361
C1orf141	98354
C1orf146	74041
C1orf158	5444
C1orf159	52276
C1orf162	77152
C1orf167	49507
C1orf174	82108
C1orf185	93613
C1orf189	77089
C1orf194	41777
C1orf198	79300
C1orf21	67425
C1orf210	96231
C1orf216	56293
C1orf226	81129
C1orf35	22107
C1orf50	48384
C1orf52	39231
C1orf53	51467
C1orf54	51762
C1orf56	78382
C1orf74	46489
C1orf87	38955
C1orf94	34083
C20H16orf46	21015
C20H16orf71	71170
C20orf144	72418
C20orf173	28822
C20orf194	37820
C20orf202	11643
C20orf204	21494
C20orf85	40049
C20orf96	49772
C21orf58	18574
C21orf62	65199
C21orf91	58174
C22orf15	29624
C22orf23	14477
C22orf31	54080
C22orf39	83055
C2CD2	20824
C2CD2L	92274
C2CD3	15947
C2CD4B	24357
C2CD4C	6127
C2CD4D	20671
C2CD5	25600
C2CD6	91548
C2H3orf18	99977
C2H3orf84	73826
C2orf15	83247
C2orf40	83381
C2orf42	11990
C2orf49	36242
C2orf50	72916
C2orf66	31851
C2orf68	23143
C2orf69	85429
C2orf70	56411
C2orf72	51473
C2orf73	16718
C2orf74	16587
C2orf76	34656
C2orf80	1591
C2orf88	23403
C2orf91	54665
C2orf92	94013
C3	5771
C3H7orf31	89400
C3H7orf57	92373
C3orf14	92916
C3orf20	229
C3orf22	21346
C3orf33	66745
C3orf38	39588
C3orf49	35903
C3orf62	91054
C3orf67	90314
C3orf70	6885
C3orf80	42069
C4BPB	91879
C4H6orf120	12570
C4H6orf163	43444
C4H6orf201	11688
C4orf19	53137
C4orf33	75549
C4orf45	54534
C4orf46	79075
C4orf47	86377
C4orf48	27073
C4orf50	45703
C4orf51	39023
C4orf54	35034
C5	59245
C5orf24	23490
C5orf30	5825
C5orf34	59168
C5orf49	73182
C5orf51	93696
C5orf52	89167
C5orf58	48051
C5orf63	61941
C5orf67	40231
C6	61923
C6H5orf15	76737
C6H5orf22	19277
C6orf118	29524
C6orf132	57470
C6orf136	18417
C6orf222	54295
C6orf223	44544
C6orf52	3188
C6orf58	74224
C6orf62	87365
C6orf89	75107
C7	42975
C7orf25	66814
C7orf26	14535
C7orf33	42174
C7orf50	60158
C7orf61	96769
C7orf77	40006
C8B	82451
C8G	61018
C8orf33	84126
C8orf34	42699
C8orf37	60985
C8orf82	98496
C8orf88	11147
C8orf89	51009
C9	55845
C9orf116	68286
C9orf129	68329
C9orf131	21869
C9orf135	15369
C9orf152	32197
C9orf153	43393
C9orf24	7857
C9orf50	76435
C9orf64	24158
C9orf66	9064
C9orf72	45877
C9orf78	66278
C9orf85	15456
CA1	27441
CA10	40064
CA11	9367
CA12	73416
CA13	10897
CA14	64961
CA2	47227
CA3	96519
CA4	70835
CA5A	58185
CA5B	26823
CA6	31495
CA7	87157
CA8	9363
CA9	17021
CAAP1	58671
CAB39	65284
CAB39L	73589
CABCOCO1	50518
CABIN1	55964
CABLES2	16899
CABP4	1554
CABP5	23921
CABP7	58036
CABYR	44062
CACFD1	16190
CACHD1	77846
CACNA1A	25056
CACNA1B	86835
CACNA1C	69344
CACNA1D	63716
CACNA1E	70517
CACNA1F	96628
CACNA1G	46947
CACNA1H	16038
CACNA1I	91303
CACNA1S	95340
CACNA2D1	24683
CACNA2D2	99056
CACNA2D3	29977
CACNA2D4	43123
CACNB1	66271
CACNB2	11305
CACNB3	39980
CACNG1	33224
CACNG2	44171
CACNG3	39409
CACNG4	45416
CACNG5	25306
CACNG6	87136
CACNG7	12115
CACNG8	12452
CACTIN	67534
CACUL1	8911
CACYBP	43068
CAD	69671
CADM1	28051
CADM2	31495
CADM3	95543
CADM4	21441
CADPS	34330
CADPS2	14301
CAGE1	82587
CALB1	36046
CALB2	3908
CALCA	9747
CALCB	53379
CALCOCO1	73191
CALCOCO2	178
CALCR	90913
CALCRL	76114
CALD1	47848
CALHM1	9516
CALHM2	41185
CALHM3	70821
CALHM5	43355
CALHM6	38707
CALM1	48041
CALM2	73953
CALM3	1451
CALML4	15626
CALML6	24521
CALN1	70601
CALR	47511
CALU	83631
CALY	5862
CAMK1	31913
CAMK1D	6612
CAMK1G	87184
CAMK2A	64037
CAMK2B	82815
CAMK2D	67945
CAMK2G	63237
CAMK2N1	59985
CAMK2N2	76647
CAMK4	25257
CAMKK1	52130
CAMKK2	8357
CAMKMT	91819
CAMKV	88565
CAMLG	16852
CAMP	45036
CAMSAP1	85283
CAMSAP2	33137
CAMSAP3	84160
CAMTA1	7836
CAMTA2	27485
CAND1	91878
CAND2	75510
CANT1	17923
CANX	69325
CAP1	43744
CAP2	77428
CAPG	71352
CAPN1	55322
CAPN10	95613
CAPN11	76305
CAPN12	79798
CAPN13	14830
CAPN14	24634
CAPN15	20358
CAPN2	50987
CAPN3	29198
CAPN5	1085
CAPN6	98205
CAPN7	2538
CAPN8	41621
CAPN9	84349
CAPRIN1	30115
CAPRIN2	90827
CAPS	15694
CAPS2	85153
CAPSL	34043
CAPZA1	11783
CAPZA2	89778
CAPZA3	86693
CAPZB	92431
CARD10	93169
CARD11	84376
CARD14	3292
CARD18	94091
CARD19	29206
CARD6	17060
CARD9	90960
CARF	41398
CARHSP1	50740
CARM1	17483
CARMIL1	35747
CARMIL2	69712
CARMIL3	4893
CARNMT1	82600
CARNS1	9393
CARS	84637
CARS2	30025
CARTPT	19547
CASC1	75032
CASC3	451
CASC4	31672
CASD1	20032
CASK	1305
CASKIN1	23368
CASKIN2	74564
CASP10	24309
CASP12	48615
CASP2	66695
CASP3	84311
CASP4	60016
CASP5	29979
CASP6	25065
CASP7	73576
CASP8	29446
CASP8AP2	8543
CASP9	55934
CASQ1	98288
CASQ2	6822
CASR	25898
CASS4	83777
CAST	73245
CASTOR1	63454
CASZ1	70024
CAT	74675
CATIP	13080
CATSPER1	78262
CATSPER2	54408
CATSPER3	99057
CATSPER4	67696
CATSPERB	92248
CATSPERD	67005
CATSPERE	65073
CATSPERG	46934
CAV1	98383
CAV2	78984
CAV3	16461
CAVIN1	33000
CAVIN2	35418
CAVIN3	11154
CAVIN4	48276
CBARP	57652
CBFA2T2	33570
CBFA2T3	50839
CBFB	42980
CBL	16811
CBLB	8961
CBLC	47834
CBLIF	45432
CBLL1	13376
CBLN1	22026
CBLN2	38463
CBLN3	84932
CBLN4	90934
CBR1	82919
CBR3	77223
CBR4	67597
CBS	96533
CBX1	35539
CBX2	11090
CBX3	37649
CBX4	94079
CBX5	55092
CBX6	48947
CBX7	97139
CBX8	99603
CBY3	85682
CC2D1A	23353
CC2D1B	36232
CC2D2A	78619
CCAR1	88427
CCAR2	15033
CCBE1	14026
CCDC102A	69120
CCDC102B	47971
CCDC103	51626
CCDC105	78789
CCDC106	37046
CCDC107	47757
CCDC110	38812
CCDC112	67985
CCDC113	57811
CCDC114	28391
CCDC115	17658
CCDC116	39327
CCDC117	65558
CCDC12	86281
CCDC120	11688
CCDC121	7003
CCDC122	35268
CCDC124	82201
CCDC126	71084
CCDC127	18808
CCDC130	14922
CCDC134	11060
CCDC136	5028
CCDC137	82452
CCDC138	15049
CCDC14	90841
CCDC141	53233
CCDC142	66940
CCDC146	46601
CCDC148	72721
CCDC149	18212
CCDC15	54702
CCDC150	81254
CCDC151	23748
CCDC152	60325
CCDC153	34626
CCDC154	26659
CCDC155	65223
CCDC157	48566
CCDC158	59529
CCDC159	18690
CCDC163	74188
CCDC166	76765
CCDC167	87510
CCDC168	27474
CCDC169	15011
CCDC17	66814
CCDC170	12636
CCDC171	94661
CCDC173	87051
CCDC174	953
CCDC175	16725
CCDC177	8093
CCDC178	51096
CCDC18	4611
CCDC180	37459
CCDC181	96004
CCDC183	94321
CCDC184	29792
CCDC185	18468
CCDC186	78632
CCDC188	89193
CCDC189	27852
CCDC190	64531
CCDC191	76938
CCDC192	12148
CCDC194	23939
CCDC196	6276
CCDC197	16977
CCDC198	73926
CCDC200	55376
CCDC201	20837
CCDC22	51623
CCDC24	48329
CCDC27	74310
CCDC28A	47283
CCDC28B	26038
CCDC3	73386
CCDC30	57197
CCDC32	11139
CCDC33	47087
CCDC34	18735
CCDC36	87030
CCDC38	46521
CCDC39	41525
CCDC40	91167
CCDC42	14228
CCDC43	32174
CCDC47	88710
CCDC50	77331
CCDC51	49715
CCDC57	16775
CCDC58	42802
CCDC59	79835
CCDC6	52486
CCDC60	55367
CCDC61	72486
CCDC62	25371
CCDC63	37717
CCDC65	1822
CCDC66	93149
CCDC68	12123
CCDC69	46023
CCDC7	96265
CCDC71	78455
CCDC73	32324
CCDC77	25547
CCDC78	68223
CCDC8	78358
CCDC80	24260
CCDC81	20059
CCDC82	20339
CCDC83	65367
CCDC85A	43029
CCDC85B	43900
CCDC86	26615
CCDC87	51171
CCDC88A	56281
CCDC88B	39017
CCDC88C	81552
CCDC89	71410
CCDC9	80866
CCDC90B	68616
CCDC91	16224
CCDC92	87825
CCDC93	9628
CCDC97	47435
CCDC9B	91759
CCER2	89705
CCHCR1	14079
CCK	2975
CCKAR	72455
CCKBR	50485
CCL1	5636
CCL13	35055
CCL19	98588
CCL2	11717
CCL21	17793
CCL22	29229
CCL24	1006
CCL25	9686
CCL26	35045
CCL27	88397
CCL28	19632
CCL5	86228
CCL8	29280
CCM2	43376
CCM2L	88887
CCN1	11954
CCN2	53204
CCN3	39727
CCN4	20102
CCN5	32205
CCN6	82918
CCNA1	85050
CCNA2	60383
CCNB1	79094
CCNB1IP1	14791
CCNB2	82415
CCNB3	57507
CCNC	32140
CCND1	49199
CCND3	46609
CCNDBP1	99346
CCNE1	48830
CCNE2	51990
CCNF	51246
CCNG1	53186
CCNG2	17879
CCNH	8212
CCNI	34804
CCNI2	97331
CCNJ	46894
CCNJL	9063
CCNK	78307
CCNL1	95129
CCNL2	19756
CCNO	93912
CCNQ	95514
CCNT1	99341
CCNT2	20096
CCNY	85321
CCNYL1	42657
CCNYL2	52052
CCP110	55482
CCPG1	67430
CCR10	23183
CCR2	32007
CCR3	66670
CCR4	32668
CCR5	81275
CCR6	2821
CCR7	39286
CCR9	51468
CCRL2	70356
CCS	64890
CCSAP	73563
CCSER1	48140
CCSER2	168
CCT2	79931
CCT3	95371
CCT4	66074
CCT5	90123
CCT6B	11888
CCT7	62981
CCT8	61916
CD101	38620
CD109	89213
CD14	76588
CD151	12255
CD160	67995
CD163	15539
CD163L1	61984
CD164	45297
CD164L2	72647
CD177	79746
CD180	89709
CD19	77423
CD1A	32364
CD1C	52284
CD1D	67958
CD2	51361
CD200	93366
CD200R1	71262
CD207	73011
CD209	91703
CD22	62246
CD226	12272
CD244	4030
CD247	82813
CD248	58945
CD27	16123
CD274	22566
CD276	90499
CD28	4159
CD2AP	69039
CD2BP2	61246
CD300A	78935
CD300C	75194
CD300E	97594
CD300H	50195
CD300LD	24268
CD300LF	19032
CD300LG	70490
CD302	40702
CD320	60211
CD33	89747
CD34	94329
CD36	62061
CD37	98891
CD38	23649
CD3D	22687
CD3E	88238
CD3EAP	63028
CD3G	31703
CD4	65383
CD40	8244
CD40LG	20539
CD44	35738
CD46	15156
CD47	25528
CD48	12962
CD5	60833
CD52	24042
CD53	7661
CD55	2707
CD58	76393
CD59	66901
CD5L	12212
CD6	34064
CD63	68719
CD68	97227
CD69	15506
CD7	7169
CD72	25274
CD74	19296
CD79A	75743
CD79B	3938
CD80	93715
CD81	78941
CD82	9024
CD83	44878
CD84	26183
CD86	44841
CD8A	24797
CD9	40600
CD93	62215
CD96	2796
CD99	26543
CD99L2	94382
CDA	84778
CDADC1	58076
CDAN1	83560
CDC123	8341
CDC14A	32784
CDC14C	64541
CDC16	62622
CDC20	16298
CDC20B	87435
CDC23	40731
CDC25A	37678
CDC25B	61904
CDC25C	83824
CDC26	66916
CDC27	59898
CDC34	94628
CDC37	74882
CDC37L1	29169
CDC40	19528
CDC42	23819
CDC42BPA	62053
CDC42BPB	31716
CDC42BPG	67173
CDC42EP1	89085
CDC42EP2	81515
CDC42EP3	11955
CDC42SE1	87018
CDC42SE2	31487
CDC45	10748
CDC5L	28960
CDC6	65993
CDC73	64023
CDCA2	47822
CDCA3	78962
CDCA5	53658
CDCA7	81177
CDCA7L	13753
CDCA8	93639
CDCP1	38614
CDH1	86374
CDH10	56143
CDH11	51923
CDH12	41822
CDH13	42216
CDH15	66809
CDH16	43260
CDH17	2748
CDH18	85543
CDH19	87178
CDH2	66637
CDH20	56465
CDH22	16484
CDH23	27695
CDH24	82347
CDH26	26208
CDH3	66695
CDH4	85063
CDH5	52232
CDH6	19863
CDH7	75475
CDH8	24752
CDH9	92289
CDHR1	88515
CDHR2	86812
CDHR3	90621
CDHR5	72734
CDIP1	8470
CDIPT	4507
CDK1	24271
CDK10	88683
CDK12	14280
CDK13	8139
CDK14	46929
CDK15	82517
CDK16	51914
CDK17	70760
CDK18	71683
CDK19	22944
CDK2	26314
CDK20	10935
CDK2AP1	34417
CDK2AP2	2097
CDK3	87153
CDK4	17097
CDK5	94587
CDK5R1	40981
CDK5R2	91340
CDK5RAP1	19545
CDK5RAP2	70796
CDK5RAP3	17344
CDK6	75459
CDK7	26503
CDK8	82493
CDK9	3863
CDKAL1	14579
CDKL1	96169
CDKL2	59226
CDKL3	15176
CDKL4	72304
CDKL5	16676
CDKN1A	85696
CDKN1B	43213
CDKN2AIP	233
CDKN2AIPNL	15117
CDKN2B	16503
CDKN2C	58791
CDKN2D	77508
CDKN3	80937
CDNF	87312
CDO1	88397
CDON	92913
CDPF1	65371
CDR1	71259
CDR2L	55322
CDRT4	19043
CDS1	77967
CDS2	52282
CDT1	83163
CDV3	22313
CDX1	83381
CDX4	3016
CDYL	25393
CDYL2	4993
CEACAM18	65703
CEACAM19	40776
CEACAM20	92944
CEACAM4	91268
CEACAM8	68394
CEBPA	22997
CEBPB	71678
CEBPD	58675
CEBPE	394
CEBPG	17024
CEBPZ	63204
CECR2	10541
CEL	99764
CELA1	40881
CELA2B	53251
CELF1	4143
CELF2	63310
CELF3	73214
CELF4	22132
CELSR1	47466
CELSR2	42208
CELSR3	89086
CEMIP	20706
CEMIP2	76783
CENPA	10063
CENPB	66864
CENPBD1	37395
CENPC	64954
CENPE	26943
CENPF	73976
CENPH	41430
CENPI	76292
CENPJ	18417
CENPK	90943
CENPL	42034
CENPM	92713
CENPN	10350
CENPO	54297
CENPP	57696
CENPQ	1786
CENPS-CORT	10448
CENPT	35329
CENPU	67425
CENPV	37687
CENPW	26848
CENPX	45332
CEP104	23578
CEP112	51012
CEP120	10840
CEP126	64163
CEP128	84279
CEP131	13183
CEP135	8264
CEP152	96341
CEP162	84673
CEP164	29932
CEP170	47891
CEP170B	25880
CEP19	12635
CEP192	75690
CEP250	42801
CEP290	88430
CEP295	1033
CEP295NL	48084
CEP350	23841
CEP41	62024
CEP44	73620
CEP55	82657
CEP57	51957
CEP57L1	5552
CEP63	16529
CEP68	63872
CEP70	80894
CEP72	1334
CEP76	79891
CEP78	20336
CEP83	9554
CEP85	46124
CEP85L	27056
CEP89	28908
CEP95	137
CEP97	33085
CEPT1	63862
CER1	90615
CERCAM	41281
CERK	66104
CERKL	85011
CERS2	11276
CERS3	92686
CERS4	40563
CERS5	12214
CERS6	62809
CES1	95618
CETN2	64910
CETN3	87803
CETP	52778
CFAP100	31367
CFAP126	37710
CFAP157	38620
CFAP161	92248
CFAP20	96148
CFAP206	8787
CFAP221	23256
CFAP298	12401
CFAP299	78017
CFAP300	25508
CFAP36	55316
CFAP410	24481
CFAP43	45443
CFAP44	95807
CFAP45	66014
CFAP46	31091
CFAP52	29470
CFAP54	78975
CFAP57	16517
CFAP58	42398
CFAP61	26455
CFAP65	41570
CFAP69	67612
CFAP70	64703
CFAP73	61771
CFAP74	41062
CFAP77	14584
CFAP97	89250
CFAP97D1	60985
CFAP99	22629
CFD	65742
CFDP1	99108
CFH	17341
CFHR5	31317
CFL1	80354
CFL2	24084
CFLAR	11513
CFP	91056
CFTR	65697
CGAS	81560
CGNL1	24332
CGREF1	39596
CHAC1	33447
CHAC2	84683
CHAD	98097
CHADL	3618
CHAF1A	74331
CHAF1B	10311
CHAMP1	35881
CHAT	87669
CHCHD1	36408
CHCHD10	5910
CHCHD5	48702
CHCHD6	37917
CHCHD7	19167
CHD1	21645
CHD1L	52759
CHD2	17366
CHD3	58338
CHD5	52751
CHD6	79831
CHD7	24573
CHD8	5597
CHD9	85925
CHDH	83335
CHEK1	52474
CHEK2	59333
CHERP	90357
CHFR	34008
CHGA	46319
CHGB	36671
CHI3L1	56278
CHI3L2	48599
CHIA	53998
CHIC1	6061
CHIC2	7965
CHID1	92720
CHIT1	62515
CHKA	1405
CHKB	54483
CHL1	39238
CHM	30735
CHMP1A	55144
CHMP2A	16619
CHMP2B	9892
CHMP4C	40224
CHMP5	92377
CHMP6	70539
CHMP7	40286
CHN1	18156
CHODL	57899
CHORDC1	79766
CHP1	54251
CHP2	68900
CHPF	4206
CHPF2	41046
CHPT1	44894
CHRAC1	21587
CHRD	50782
CHRDL1	28258
CHRDL2	93854
CHRM1	40716
CHRM2	43581
CHRM4	97892
CHRM5	23843
CHRNA1	87014
CHRNA10	72432
CHRNA2	87573
CHRNA3	4042
CHRNA4	6944
CHRNA5	21511
CHRNA6	44268
CHRNA9	14230
CHRNB1	48269
CHRNB2	26679
CHRNB3	70739
CHRNB4	75094
CHRND	53750
CHRNE	28192
CHRNG	8382
CHST1	37609
CHST10	84817
CHST11	77697
CHST12	20552
CHST13	26590
CHST15	88997
CHST2	38221
CHST3	73268
CHST4	63442
CHST6	1305
CHST7	2176
CHST8	14134
CHST9	46337
CHSY1	32826
CHSY3	95781
CHTF18	3360
CHTF8	83448
CHTOP	24569
CHUK	58353
CIAO1	96998
CIAO2B	77006
CIAO3	26710
CIART	63173
CIB1	79487
CIB2	56367
CIB3	62894
CIB4	46597
CIC	21171
CIDEA	35472
CIDEB	46512
CIDEC	47194
CIITA	55894
CILP	18224
CILP2	86463
CINP	50405
CIP2A	79820
CIPC	56395
CIR1	87394
CIRBP	91185
CISD1	94419
CISD2	85639
CISH	2317
CIT	21681
CITED1	27093
CITED2	41058
CIZ1	95300
CKAP2	80175
CKAP2L	13909
CKAP4	35660
CKAP5	38839
CKB	8175
CKLF	64713
CKM	62700
CKMT2	22080
CLASP1	45231
CLASRP	72718
CLBA1	90906
CLC	36059
CLCA1	37925
CLCA2	11507
CLCA4	84250
CLCC1	17417
CLCF1	37623
CLCN1	96130
CLCN2	30231
CLCN3	75804
CLCN4	19796
CLCN5	51142
CLCN6	75197
CLCN7	68500
CLCNKA	76513
CLCNKB	49619
CLDN1	27544
CLDN10	6540
CLDN11	34294
CLDN12	73584
CLDN14	70305
CLDN15	94839
CLDN16	25344
CLDN19	84730
CLDN2	38739
CLDN20	7890
CLDN22	31512
CLDN24	81753
CLDN3	31235
CLDN4	37277
CLDN5	60934
CLDN7	40753
CLDN9	75680
CLDND1	17231
CLDND2	42588
CLEC10A	37254
CLEC11A	8124
CLEC12A	78923
CLEC12B	44930
CLEC16A	46911
CLEC17A	30200
CLEC19A	13213
CLEC1A	30509
CLEC20A	74438
CLEC2B	75817
CLEC2D	48904
CLEC2L	21182
CLEC3A	60359
CLEC3B	18710
CLEC4A	56100
CLEC4E	23659
CLEC4F	20341
CLEC4G	32286
CLEC5A	90554
CLEC6A	72540
CLEC7A	30606
CLGN	42116
CLHC1	61134
CLIC1	37518
CLIC2	21066
CLIC3	52504
CLIC4	64256
CLIC5	67694
CLIC6	90003
CLINT1	15663
CLIP1	42623
CLIP2	7830
CLIP3	53687
CLIP4	18042
CLK1	23919
CLK2	38720
CLK3	66240
CLK4	18926
CLMN	39688
CLMP	38094
CLN3	94725
CLN6	36739
CLN8	11943
CLNK	8390
CLNS1A	53718
CLOCK	32772
CLP1	20688
CLPB	93492
CLPS	38111
CLPSL1	44866
CLPTM1	22270
CLPTM1L	53963
CLRN1	76555
CLRN2	34227
CLRN3	37518
CLSPN	17979
CLSTN1	17938
CLSTN2	76341
CLSTN3	94211
CLTA	53795
CLTB	22422
CLTC	36357
CLTCL1	21244
CLU	81503
CLUAP1	28102
CLUH	29349
CLUL1	87240
CLVS1	57747
CLVS2	44546
CLYBL	86803
CMA1	18208
CMAS	91085
CMBL	98713
CMC2	77432
CMC4	81025
CMIP	11295
CMKLR1	73568
CMPK2	84929
CMSS1	39697
CMTM2	86465
CMTM3	62721
CMTM4	66322
CMTM5	71927
CMTM6	80967
CMTM7	45499
CMTM8	97693
CMTR1	62170
CMYA5	24453
CNBD1	13910
CNBD2	33576
CNBP	1393
CNDP1	5666
CNDP2	83067
CNEP1R1	48501
CNFN	95045
CNGA1	47214
CNGA3	44376
CNGA4	97937
CNGB1	20967
CNGB3	16417
CNIH1	34232
CNIH2	92132
CNIH3	32136
CNIH4	667
CNKSR1	36315
CNKSR2	71592
CNKSR3	22520
CNMD	15313
CNN1	65949
CNN3	91704
CNNM1	80955
CNNM2	47775
CNNM3	25107
CNNM4	3026
CNOT1	10863
CNOT10	75775
CNOT11	85969
CNOT3	99601
CNOT4	60175
CNOT6	72876
CNOT6L	52263
CNOT7	14282
CNOT8	87831
CNP	45923
CNPPD1	83040
CNPY1	98364
CNPY2	53079
CNPY3	33474
CNPY4	93587
CNR1	6073
CNR2	99728
CNRIP1	64356
CNST	69261
CNTD1	86950
CNTD2	67746
CNTFR	12741
CNTLN	24452
CNTN1	45785
CNTN2	33032
CNTN3	35508
CNTN4	56222
CNTN5	4297
CNTN6	5436
CNTNAP1	54822
CNTNAP2	86232
CNTNAP5	55566
CNTRL	94487
CNTROB	90056
COA1	6973
COA5	97264
COA6	34361
COA7	76659
COASY	14119
COBL	96576
COBLL1	78183
COCH	91038
COG2	32489
COG3	86022
COG4	45878
COG5	98571
COG6	53324
COG7	83099
COIL	2832
COL10A1	93742
COL11A1	61437
COL11A2	79714
COL12A1	5971
COL14A1	98057
COL16A1	92367
COL17A1	51270
COL18A1	46596
COL19A1	36324
COL1A1	37487
COL1A2	96375
COL20A1	28027
COL21A1	7769
COL22A1	81589
COL23A1	39977
COL24A1	23035
COL25A1	26360
COL26A1	75323
COL27A1	29917
COL28A1	92491
COL2A1	15396
COL3A1	13504
COL4A1	82741
COL4A2	82326
COL4A3	7974
COL4A3BP	69082
COL4A4	71867
COL4A5	63486
COL4A6	69746
COL5A1	70276
COL5A2	57758
COL5A3	80511
COL6A1	32967
COL6A2	73881
COL6A3	48418
COL6A5	35939
COL6A6	75183
COL7A1	65803
COL8A1	87407
COL8A2	84249
COL9A1	32229
COL9A2	23997
COLCA2	77968
COLEC10	81783
COLEC11	95799
COLEC12	33327
COLGALT1	7241
COLGALT2	85208
COMMD1	36416
COMMD10	53371
COMMD2	87953
COMMD3	8808
COMMD4	70763
COMMD5	61405
COMMD7	66934
COMMD8	29216
COMMD9	48012
COMP	78247
COMT	22587
COMTD1	29108
COP1	23807
COPA	24258
COPB1	22956
COPB2	74983
COPE	97724
COPG1	61050
COPG2	86966
COPRS	53205
COPS2	84182
COPS3	13153
COPS4	16951
COPS5	97852
COPS7A	73384
COPS7B	95857
COPS8	1322
COPZ1	62897
COPZ2	85045
COQ10A	37034
COQ10B	12451
COQ2	15478
COQ3	24012
COQ4	64541
COQ5	5009
COQ6	35423
COQ8A	26794
COQ8B	51589
COQ9	54570
CORIN	41168
CORO1A	98821
CORO1B	68371
CORO1C	47168
CORO2A	51037
CORO2B	11848
CORO6	40936
COTL1	75589
COX1	23374
COX10	349
COX11	56366
COX15	49202
COX16	52536
COX17	82589
COX18	50434
COX2	42471
COX20	72435
COX3	94181
COX4I2	47580
COX6A1	56893
COX6A2	18076
COX7A1	71998
COX7B	54337
COX7B2	30584
COX8A	99080
CP	89331
CPA1	43446
CPA2	73225
CPA3	15457
CPA4	65561
CPA5	2638
CPA6	41433
CPAMD8	20874
CPB1	76342
CPD	94698
CPE	24533
CPEB1	51036
CPEB2	37558
CPEB3	21296
CPEB4	97860
CPED1	50653
CPLANE1	56086
CPLANE2	22309
CPLX1	28028
CPLX2	19637
CPLX3	9402
CPM	39569
CPN1	5710
CPNE2	90512
CPNE3	95207
CPNE4	68488
CPNE5	10572
CPNE6	99118
CPNE7	41586
CPNE8	143
CPNE9	13221
CPO	62442
CPOX	21270
CPPED1	77089
CPQ	28360
CPS1	15146
CPSF1	17068
CPSF2	40617
CPSF3	32027
CPSF4	98896
CPSF4L	68445
CPSF6	53573
CPSF7	31349
CPT1A	18609
CPT1B	17792
CPT1C	79367
CPT2	53185
CPTP	21373
CPVL	42632
CPXM1	78914
CPXM2	4096
CPZ	49477
CR1	49911
CR1L	95906
CR2	74274
CRABP1	81277
CRABP2	24577
CRACR2A	72652
CRACR2B	39415
CRADD	43588
CRAMP1	40963
CRAT	51097
CRB1	12707
CRB2	60626
CRB3	89949
CRBN	80259
CRCP	77250
CREB1	78863
CREB3	44673
CREB3L1	36197
CREB3L2	43437
CREB3L3	33634
CREB3L4	51082
CREB5	2922
CREBBP	83325
CREBL2	27099
CREBRF	98458
CREBZF	94716
CREG1	32159
CREG2	71328
CRELD1	17662
CRELD2	78263
CREM	49425
CRH	35024
CRHBP	23487
CRHR1	43836
CRHR2	11593
CRIM1	73931
CRIP2	1120
CRIP3	57242
CRIPT	34579
CRISP3	87493
CRISPLD1	66937
CRISPLD2	46990
CRK	18326
CRKL	90747
CRLF1	23656
CRLF3	45539
CRLS1	21831
CRMP1	75293
CRNKL1	468
CROCC	19579
CROCC2	165
CROT	73230
CRP	57549
CRPPA	95990
CRTAC1	48276
CRTAM	46490
CRTAP	579
CRTC1	41627
CRTC2	22985
CRTC3	98750
CRY1	48881
CRY2	82356
CRYAB	21908
CRYBA1	70201
CRYBA2	35328
CRYBA4	96797
CRYBB1	26009
CRYBB2	91280
CRYBB3	88208
CRYBG1	30996
CRYBG3	13993
CRYGA	83453
CRYGB	12130
CRYGD	56569
CRYGN	72052
CRYGS	18518
CRYL1	28325
CRYM	72715
CRYZ	79949
CRYZL1	33310
CS	38228
CSAD	55358
CSDC2	64331
CSDE1	48750
CSE1L	62641
CSF1	74458
