gene_symbol	logCPM
BBS4	1.015773
BBS5	9.761883
BBS7	11.616101
BBS9	9.951534
BBX	1.039172
BCAM	7.312665
BCAN	4.004269
BCAP29	11.619735
BCAP31	10.944563
BCAR1	2.10705
BCAR3	8.375172
BCAS1	9.832223
BCAS2	10.636415
BCAS3	2.292788
BCAS4	1.877753
BCAT1	8.802461
BCAT2	10.208551
BCCIP	7.850188
BCDIN3D	5.173674
BCHE	10.639345
BCKDHA	4.026002
BCKDHB	7.452177
BCKDK	0.469795
BCL10	1.030857
BCL11A	10.160512
BCL11B	3.054972
BCL2	7.213383
BCL2A1	8.12117
BCL2L1	0.515062
BCL2L11	2.457556
BCL2L13	11.289516
BCL2L14	3.650399
BCL2L2-PABPN1	2.311489
BCL3	12.019336
BCL6	2.143718
BCL6B	0.334236
BCL7A	3.74043
BCL7B	3.347309
BCL7C	5.342092
BCL9	9.630358
BCL9L	10.636606
BCLAF1	12.245487
BCLAF3	8.251772
BCO1	2.979462
BCO2	8.832305
BCOR	4.641526
BCORL1	0.978426
BCR	11.034766
BCS1L	8.990732
BDH1	3.285173
BDH2	10.669967
BDKRB2	7.721537
BDNF	6.021795
BDP1	7.223265
BEAN1	3.078881
BECN1	10.207137
BEGAIN	2.462552
BEND3	7.213367
BEND4	4.750063
BEND5	6.90775
BEND6	3.701804
BEND7	12.132872
BEST1	6.357655
BEST2	3.537504
BEST3	6.338221
BEST4	6.788427
BET1	5.705753
BET1L	2.674955
BEX1	3.12651
BEX2	9.866435
BEX3	9.170854
BEX4	4.348671
BFAR	7.705679
BFSP1	1.941995
BFSP2	8.766509
BGLAP	9.183895
BGN	11.130932
BHLHB9	4.904226
BHLHE22	2.520507
BHLHE40	11.566728
BHLHE41	6.588231
BHMG1	5.558408
BHMT	10.653918
BHMT2	1.544677
BICC1	5.566935
BICD1	7.875986
BICD2	7.137804
BICDL1	4.685483
BICDL2	3.083278
BICRA	9.910181
BICRAL	10.314899
BID	9.858873
BIK	2.98501
BIN1	4.954674
BIN2	4.299123
BIN3	3.450765
BIRC2	8.119152
BIRC3	5.232366
BIRC5	2.769631
BIRC6	5.758001
BIRC7	6.265903
BIVM-ERCC5	8.33457
BLCAP	11.615848
BLK	4.548874
BLM	6.438622
BLMH	1.209684
BLNK	0.586714
BLOC1S2	11.624916
BLOC1S3	9.11683
BLOC1S6	2.219633
BLVRA	5.49156
BLVRB	8.027262
BLZF1	10.810934
BMERB1	7.468752
BMF	9.086185
BMP1	7.467192
BMP10	11.718191
BMP2	1.856168
BMP2K	0.403395
BMP3	4.859068
BMP4	9.302212
BMP5	8.618527
BMP6	7.794941
BMP7	2.441544
BMPER	4.375236
BMPR1A	4.960713
BMPR1B	6.577269
BMPR2	5.342754
BMS1	2.180671
BMT2	4.509823
BMX	9.293802
BNC1	11.175056
BNC2	10.751371
BNIP1	5.069375
BNIP2	5.094953
BNIP3	7.753111
BNIP3L	5.538145
BNIPL	11.294608
BOC	5.951519
BOD1	7.598216
BOD1L1	3.853123
BOK	1.272603
BOLA3	3.769511
BOP1	1.585719
BORA	3.816554
BORCS5	11.967924
BORCS6	9.415652
BPGM	12.103542
BPHL	3.477921
BPI	10.640549
BPIFA2	5.899973
BPIFB3	11.668554
BPIFC	3.183718
BPNT1	10.251726
BPTF	5.524462
BRAF	11.263024
BRAP	1.854734
BRAT1	2.20059
BRCA1	3.134689
BRCA2	6.247383
BRD1	6.007939
BRD2	5.465039
BRD3	2.168435
BRD3OS	9.792645
BRD4	8.895384
BRD7	8.515349
BRD8	12.057253
BRD9	2.882703
BRF1	7.87616
BRF2	5.284873
BRI3	2.813381
BRI3BP	5.718821
BRICD5	11.447935
BRINP1	2.178371
BRINP2	11.636793
BRINP3	3.136192
BRIP1	8.762587
BRIX1	6.505351
BRMS1	2.117501
BRMS1L	10.09277
BROX	0.484639
BRPF1	3.277875
BRPF3	6.272362
BRSK2	5.328292
BRWD1	1.54697
BRWD3	11.591229
BSCL2	5.114047
BSDC1	10.235891
BSG	9.268718
BSN	4.775883
BSND	0.419744
BSPH1	10.854798
BSPRY	1.340384
BST1	11.284016
BST2	3.705428
BTAF1	10.636042
BTBD1	1.941912
BTBD10	4.936428
BTBD11	2.39661
BTBD16	6.553424
BTBD17	5.605726
BTBD18	1.981205
BTBD19	11.78422
BTBD2	8.174822
BTBD3	5.035358
BTBD6	4.986386
BTBD7	1.093384
BTBD8	8.576199
BTBD9	11.848113
BTC	10.13232
BTD	9.205446
BTF3	7.710614
BTF3L4	4.075286
BTG2	1.809901
BTG3	10.389719
BTG4	6.114139
BTK	4.360934
BTLA	10.72704
BTN1A1	11.9851
BTN2A1	9.377439
BTN3A2	6.722059
BTNL8	0.575397
BTNL9	8.774058
BTRC	10.583898
BUB1	0.314699
BUB3	2.220125
BUD13	2.745114
BUD23	2.699268
BUD31	1.493821
BVES	2.424982
BYSL	7.705585
BZW1	1.587691
BZW2	6.275218
C10H20orf27	5.89837
C10orf113	1.028859
C10orf120	7.534812
C10orf143	10.063478
C10orf82	5.757401
C10orf88	7.108159
C10orf90	4.585202
C10orf95	5.53583
C10orf99	8.903722
C11H12orf10	9.380619
C11H12orf56	10.064154
C11orf16	4.087756
C11orf21	8.499081
C11orf40	11.574303
C11orf42	9.662182
C11orf52	1.490189
C11orf53	10.474747
C11orf54	8.291013
C11orf58	0.407453
C11orf65	10.424991
C11orf68	1.589101
C11orf71	7.204038
C11orf74	5.968254
C11orf80	1.264443
C11orf86	8.469746
C11orf88	11.323851
C11orf94	8.132481
C11orf95	3.288224
C11orf96	1.08416
C11orf97	11.543285
C12orf29	11.872168
C12orf4	2.477609
C12orf40	4.561727
C12orf42	11.239706
C12orf43	1.591474
C12orf45	9.959219
C12orf49	9.410381
C12orf50	8.413894
C12orf54	4.348555
C12orf57	4.743833
C12orf66	0.302172
C12orf71	7.532781
C12orf73	7.375616
C12orf74	11.58918
C12orf75	7.617907
C12orf76	11.905812
C12orf81	9.577792
C13H2orf42	9.37756
C13orf42	5.267235
C13orf46	2.273372
C14H11orf1	1.293708
C14H11orf49	4.271858
C14H11orf87	2.801319
C14orf119	5.203553
C14orf132	7.368283
C14orf178	8.295445
C14orf180	0.832919
C14orf28	5.436256
C14orf39	8.74684
C14orf93	1.352009
C15H9orf40	7.996818
C15H9orf43	9.055617
C15orf39	9.266752
C15orf40	4.179068
C15orf41	2.925968
C15orf53	6.047839
C15orf61	3.853812
C15orf62	10.923479
C15orf65	1.56789
C16H17orf62	12.124168
C16orf58	4.809362
C16orf70	11.823518
C16orf72	1.412641
C16orf74	3.602261
C16orf86	0.853516
C16orf87	8.825674
C16orf89	1.441497
C16orf90	10.38151
C16orf91	9.804402
C16orf92	7.412683
C16orf95	9.32491
C16orf96	8.251312
C17orf100	6.523282
C17orf107	10.340034
C17orf113	2.153169
C17orf50	3.690269
C17orf51	11.738764
C17orf53	6.707678
C17orf58	1.983199
C17orf64	3.085728
C17orf67	9.03826
C17orf75	4.055002
C17orf78	7.033363
C17orf80	9.826158
C17orf97	3.116539
C17orf98	7.759577
C17orf99	8.765911
C18orf21	10.007787
C18orf25	5.365059
C18orf32	7.254981
C18orf54	6.578494
C18orf63	7.699933
C19H19orf48	5.512334
C19H19orf66	4.770159
C19H19orf71	0.943764
C19orf12	10.33478
C19orf18	6.650305
C19orf24	4.491751
C19orf25	9.345693
C19orf38	3.454271
C19orf44	6.932326
C19orf47	0.268985
C19orf54	8.146721
C19orf57	8.608984
C19orf67	11.465448
C19orf81	4.799768
C19orf84	8.935575
C1D	1.17229
C1GALT1	3.07562
C1GALT1C1	8.03162
C1GALT1C1L	8.332371
C1H1orf43	2.834393
C1QA	4.291324
C1QB	7.497618
C1QBP	8.200697
C1QC	5.550061
C1QL1	3.333388
C1QL2	9.633571
C1QL3	9.218418
C1QL4	4.842082
C1QTNF1	10.420427
C1QTNF12	6.003703
C1QTNF2	1.45337
C1QTNF4	2.897176
C1QTNF5	7.709385
C1QTNF6	2.156081
C1QTNF7	6.375582
C1QTNF8	4.258543
C1RL	12.07716
C1orf100	10.448102
C1orf105	9.790268
C1orf109	6.771448
C1orf112	4.664062
C1orf115	9.221757
C1orf116	2.935612
C1orf122	3.453586
C1orf127	10.908182
C1orf131	8.785523
C1orf141	7.115736
C1orf146	12.195608
C1orf158	1.930762
C1orf159	11.022472
C1orf162	11.612035
C1orf167	10.075374
C1orf174	3.693392
C1orf185	11.558161
C1orf189	1.593699
C1orf194	1.060185
C1orf198	8.21765
C1orf21	3.217174
C1orf210	9.96909
C1orf216	6.586203
C1orf226	4.735419
C1orf35	3.476737
C1orf50	5.186385
C1orf52	7.379387
C1orf53	3.500991
C1orf54	8.914249
C1orf56	8.874113
C1orf74	3.486012
C1orf87	8.007631
C1orf94	8.265567
C20H16orf46	8.747928
C20H16orf71	7.715585
C20orf144	5.39134
C20orf173	2.044313
C20orf194	4.832392
C20orf202	1.289829
C20orf204	6.370425
C20orf85	2.33569
C20orf96	6.71596
C21orf58	9.594385
C21orf62	10.533921
C21orf91	7.519386
C22orf15	3.906957
C22orf23	9.51459
C22orf31	6.728654
C22orf39	6.570531
C2CD2	7.407931
C2CD2L	5.99283
C2CD3	5.599506
C2CD4B	11.598979
C2CD4C	2.656089
C2CD4D	10.070411
C2CD5	5.884354
C2CD6	6.206376
C2H3orf18	4.40596
C2H3orf84	0.25077
C2orf15	5.769544
C2orf40	9.657344
C2orf42	4.957003
C2orf49	10.424424
C2orf50	4.266113
C2orf66	4.987493
C2orf68	6.205969
C2orf69	11.271135
C2orf70	5.503374
C2orf72	10.667971
C2orf73	10.439337
C2orf74	3.962443
C2orf76	7.985767
C2orf80	10.476981
C2orf88	4.88229
C2orf91	2.15902
C2orf92	2.169625
C3	5.763874
C3H7orf31	0.480511
C3H7orf57	2.929928
C3orf14	1.243909
C3orf20	8.124389
C3orf22	7.383855
C3orf33	5.880653
C3orf38	0.896755
C3orf49	4.872176
C3orf62	8.487692
C3orf67	6.878945
C3orf70	2.788107
C3orf80	1.922989
C4BPB	4.72276
C4H6orf120	4.685779
C4H6orf163	10.662436
C4H6orf201	3.628278
C4orf19	0.908579
C4orf33	3.191139
C4orf45	3.307278
C4orf46	11.032542
C4orf47	3.722111
C4orf48	8.241587
C4orf50	1.590478
C4orf51	2.252798
C4orf54	11.2303
C5	3.057927
C5orf24	11.345752
C5orf30	10.738357
C5orf34	5.487138
C5orf49	4.281186
C5orf51	5.903963
C5orf52	9.500861
C5orf58	1.56021
C5orf63	2.823003
C5orf67	0.372763
C6	7.237849
C6H5orf15	11.503797
C6H5orf22	5.065029
C6orf118	11.30094
C6orf132	7.80597
C6orf136	7.860939
C6orf222	6.197469
C6orf223	1.255756
C6orf52	6.65538
C6orf58	5.088779
C6orf62	6.749719
C6orf89	3.488926
C7	3.252705
C7orf25	5.197997
C7orf26	11.229023
C7orf33	7.558673
C7orf50	11.698097
C7orf61	0.842867
C7orf77	11.6524
C8B	3.877326
C8G	0.792334
C8orf33	6.277396
C8orf34	3.242289
C8orf37	2.840582
C8orf82	7.647401
C8orf88	12.011118
C8orf89	11.518329
C9	11.258369
C9orf116	7.820469
C9orf129	9.624332
C9orf131	2.501752
C9orf135	11.716326
C9orf152	2.244238
C9orf153	3.884524
C9orf24	10.005453
C9orf50	2.682226
C9orf64	1.123655
C9orf66	5.752949
C9orf72	1.242558
C9orf78	3.680367
C9orf85	4.152861
CA1	6.200427
CA10	0.341668
CA11	10.9397
CA12	11.976363
CA13	7.162338
CA14	5.173519
CA2	11.749436
CA3	10.103391
CA4	5.96637
CA5A	1.375786
CA5B	12.140958
CA6	11.317084
CA7	11.894928
CA8	9.196824
CA9	0.583091
CAAP1	12.082908
CAB39	7.539684
CAB39L	11.064273
CABCOCO1	6.10256
CABIN1	6.214612
CABLES2	11.464509
CABP4	6.690973
CABP5	0.354689
CABP7	2.718554
CABYR	10.691583
CACFD1	8.686351
CACHD1	0.720087
CACNA1A	9.834254
CACNA1B	0.723019
CACNA1C	2.738794
CACNA1D	2.556497
CACNA1E	10.13841
CACNA1F	9.572768
CACNA1G	1.565026
CACNA1H	2.158007
CACNA1I	2.477112
CACNA1S	7.257779
CACNA2D1	3.12685
CACNA2D2	11.253414
CACNA2D3	5.29225
CACNA2D4	9.207591
CACNB1	7.72241
CACNB2	5.999531
CACNB3	7.641677
CACNG1	2.349659
CACNG2	0.669655
CACNG3	10.184872
CACNG4	6.358539
CACNG5	5.896517
CACNG6	10.170623
CACNG7	12.157407
CACNG8	4.416971
CACTIN	7.754551
CACUL1	0.532251
CACYBP	7.621416
CAD	0.400051
CADM1	1.545663
CADM2	4.768048
CADM3	9.289116
CADM4	4.882334
CADPS	5.995232
CADPS2	4.511896
CAGE1	7.526841
CALB1	9.357731
CALB2	8.19808
CALCA	8.48631
CALCB	4.355559
CALCOCO1	7.482061
CALCOCO2	0.545438
CALCR	9.63847
CALCRL	4.553993
CALD1	5.486224
CALHM1	7.435686
CALHM2	5.362432
CALHM3	5.125264
CALHM5	11.882504
CALHM6	4.392274
CALM1	3.213412
CALM2	1.058962
CALM3	6.275441
CALML4	8.041741
CALML6	0.958414
CALN1	10.350855
CALR	9.560692
CALU	4.223089
CALY	4.789647
CAMK1	8.125739
CAMK1D	5.314539
CAMK1G	7.50285
CAMK2A	5.946149
CAMK2B	5.476231
CAMK2D	12.001784
CAMK2G	8.639191
CAMK2N1	8.644983
CAMK2N2	4.513629
CAMK4	2.150922
CAMKK1	5.996969
CAMKK2	2.530335
CAMKMT	4.016398
CAMKV	9.938917
CAMLG	8.325882
CAMP	8.998793
CAMSAP1	6.310576
CAMSAP2	6.193003
CAMSAP3	10.610307
CAMTA1	7.022993
CAMTA2	2.453981
CAND1	7.332441
CAND2	8.491953
CANT1	6.465632
CANX	9.402532
CAP1	1.351702
CAP2	10.476305
CAPG	6.718928
CAPN1	1.000308
CAPN10	3.286576
CAPN11	4.351909
CAPN12	12.098301
CAPN13	3.428948
CAPN14	5.358406
CAPN15	8.075727
CAPN2	2.559039
CAPN3	9.192248
CAPN5	1.381212
CAPN6	2.026888
CAPN7	1.908642
CAPN8	9.345929
CAPN9	10.804778
CAPRIN1	10.8497
CAPRIN2	10.920043
CAPS	11.117081
CAPS2	6.267349
CAPSL	10.804937
CAPZA1	1.53516
CAPZA2	7.128218
CAPZA3	7.991606
CAPZB	1.064456
CARD10	11.841795
CARD11	1.514012
CARD14	3.650732
CARD18	0.62393
CARD19	8.496544
CARD6	7.029061
CARD9	2.535269
CARF	9.463861
CARHSP1	1.191475
CARM1	2.619291
CARMIL1	11.596503
CARMIL2	7.956211
CARMIL3	5.987298
CARNMT1	6.145774
CARNS1	1.898785
CARS	9.13314
CARS2	1.793055
CARTPT	2.686764
CASC1	10.028647
CASC3	3.581142
CASC4	7.258163
CASD1	5.109434
CASK	0.564055
CASKIN1	4.148374
CASKIN2	6.901552
CASP10	1.021758
CASP12	2.892987
CASP2	9.343499
CASP3	10.028173
CASP4	11.063946
CASP5	7.662904
CASP6	6.097546
CASP7	12.167032
CASP8	7.598031
CASP8AP2	6.984905
CASP9	4.200833
CASQ1	12.086915
CASQ2	5.027635
CASR	11.055589
CASS4	7.852837
CAST	6.184946
CASTOR1	5.338203
CASZ1	7.142277
CAT	6.863771
CATIP	10.853069
CATSPER1	2.863936
CATSPER2	9.974285
CATSPER3	8.547237
CATSPER4	3.712206
CATSPERB	12.123297
CATSPERD	8.669942
CATSPERE	1.618607
CATSPERG	4.423609
CAV1	7.018942
CAV2	3.426444
CAV3	1.102989
CAVIN1	3.719655
CAVIN2	0.858838
CAVIN3	10.921803
CAVIN4	5.26715
CBARP	1.689304
CBFA2T2	4.035158
CBFA2T3	0.358308
CBFB	3.356672
CBL	1.314778
CBLB	4.531302
CBLC	1.450896
CBLIF	3.04534
CBLL1	6.292454
CBLN1	9.693087
CBLN2	6.61528
CBLN3	6.173199
CBLN4	11.182721
CBR1	12.070834
CBR3	1.208143
CBR4	2.343836
CBS	11.2065
CBX1	11.013098
CBX2	6.66365
CBX3	8.471984
CBX4	2.405756
CBX5	2.701601
CBX6	4.586766
CBX7	4.823165
CBX8	2.89321
CBY3	9.555172
CC2D1A	6.47878
CC2D1B	11.012871
CC2D2A	0.662358
CCAR1	12.068612
CCAR2	2.079884
CCBE1	5.424266
CCDC102A	12.184357
CCDC102B	11.899734
CCDC103	2.698103
CCDC105	1.629368
CCDC106	11.452204
CCDC107	2.440971
CCDC110	10.664743
CCDC112	7.475544
CCDC113	5.324725
CCDC114	11.35528
CCDC115	11.923265
CCDC116	2.313468
CCDC117	5.002939
CCDC12	5.947226
CCDC120	9.410591
CCDC121	8.36238
CCDC122	5.689887
CCDC124	3.991724
CCDC126	9.100233
CCDC127	5.367597
CCDC130	5.178643
CCDC134	0.404402
CCDC136	5.683972
CCDC137	9.125134
CCDC138	9.654283
CCDC14	1.476267
CCDC141	0.725868
CCDC142	10.288532
CCDC146	5.907553
CCDC148	9.076594
CCDC149	1.494635
CCDC15	0.530805
CCDC150	10.088513
CCDC151	2.754445
CCDC152	6.844922
CCDC153	4.128039
CCDC154	10.885421
CCDC155	0.394749
CCDC157	2.276789
CCDC158	4.0188
CCDC159	5.150575
CCDC163	11.387448
CCDC166	6.83826
CCDC167	2.981586
CCDC168	8.260103
CCDC169	9.553356
CCDC17	5.623979
CCDC170	4.097197
CCDC171	11.967363
CCDC173	6.949334
CCDC174	4.162998
CCDC175	9.18947
CCDC177	12.194159
CCDC178	5.347188
CCDC18	3.329136
CCDC180	9.294364
CCDC181	2.126241
CCDC183	6.982511
CCDC184	4.733642
CCDC185	5.064453
CCDC186	6.895501
CCDC188	1.083808
CCDC189	3.282478
CCDC190	2.16404
CCDC191	7.738324
CCDC192	9.488892
CCDC194	4.95449
CCDC196	6.864156
CCDC197	5.140106
CCDC198	2.867287
CCDC200	9.063512
CCDC201	9.247736
CCDC22	1.769969
CCDC24	5.695622
CCDC27	9.715202
CCDC28A	11.829077
CCDC28B	3.437056
CCDC3	2.867619
CCDC30	11.335581
CCDC32	8.420588
CCDC33	7.785008
CCDC34	1.102758
CCDC36	7.94752
CCDC38	10.970971
CCDC39	10.153542
CCDC40	4.40686
CCDC42	9.571003
CCDC43	2.781901
CCDC47	8.854655
CCDC50	8.073528
CCDC51	0.934417
CCDC57	10.510081
CCDC58	6.240232
CCDC59	7.327904
CCDC6	9.773363
CCDC60	3.494408
CCDC61	1.523235
CCDC62	1.771115
CCDC63	7.256518
CCDC65	11.427373
CCDC66	0.947815
CCDC68	9.051213
CCDC69	2.466182
CCDC7	10.498587
CCDC71	0.680895
CCDC73	1.383659
CCDC77	0.672413
CCDC78	4.804743
CCDC8	8.983988
CCDC80	2.533574
CCDC81	7.23729
CCDC82	7.85015
CCDC83	10.832678
CCDC85A	4.85306
CCDC85B	5.507748
CCDC86	10.508616
CCDC87	3.139978
CCDC88A	11.968938
CCDC88B	6.661052
CCDC88C	8.08716
CCDC89	10.396252
CCDC9	1.125157
CCDC90B	7.520104
CCDC91	8.057951
CCDC92	5.15284
CCDC93	0.546398
CCDC97	7.609233
CCDC9B	9.943513
CCER2	4.963538
CCHCR1	3.044344
CCK	4.91956
CCKAR	9.686445
CCKBR	0.535141
CCL1	8.490823
CCL13	10.320525
CCL19	9.750916
CCL2	10.961855
CCL21	9.459061
CCL22	9.397027
CCL24	6.77093
CCL25	1.995788
CCL26	4.067373
CCL27	5.702763
CCL28	2.756177
CCL5	7.321709
CCL8	1.972397
CCM2	7.892471
CCM2L	5.434917
CCN1	11.707793
CCN2	5.96234
CCN3	3.994715
CCN4	6.269773
CCN5	8.812405
CCN6	9.377352
CCNA1	1.508194
CCNA2	0.578193
CCNB1	6.111132
CCNB1IP1	0.947231
CCNB2	0.814206
CCNB3	9.845858
CCNC	6.292764
CCND1	9.261109
CCND3	7.229791
CCNDBP1	3.549654
CCNE1	6.573117
CCNE2	8.250798
CCNF	11.061706
CCNG1	11.189636
CCNG2	8.656132
CCNH	7.261048
CCNI	0.43842
CCNI2	10.10703
CCNJ	6.175187
CCNJL	10.904293
CCNK	10.137291
CCNL1	8.19435
CCNL2	10.004818
CCNO	1.936644
CCNQ	9.634269
CCNT1	9.576413
CCNT2	2.99311
CCNY	5.043872
CCNYL1	10.650841
CCNYL2	11.605991
CCP110	4.675944
CCPG1	11.405713
CCR10	2.950472
CCR2	10.064593
CCR3	8.342734
CCR4	5.047289
CCR5	10.594043
CCR6	8.366905
CCR7	4.375643
CCR9	3.100055
CCRL2	10.96919
CCS	9.212608
CCSAP	0.628583
CCSER1	10.399846
CCSER2	6.523531
CCT2	12.195154
CCT3	6.211655
CCT4	11.506159
CCT5	3.041955
CCT6B	3.678587
CCT7	4.664981
CCT8	7.917692
CD101	8.322616
CD109	7.919067
CD14	12.209678
CD151	4.604966
CD160	7.925386
CD163	9.704288
CD163L1	11.189164
CD164	4.54531
CD164L2	6.566312
CD177	10.152219
CD180	2.666443
CD19	0.251557
CD1A	2.143724
CD1C	12.16257
CD1D	7.034937
CD2	3.137132
CD200	7.889354
CD200R1	3.17592
CD207	1.914604
CD209	6.338074
CD22	7.160951
CD226	7.129378
CD244	9.067076
CD247	11.310832
CD248	1.33942
CD27	9.044159
CD274	3.422964
CD276	11.073802
CD28	11.663203
CD2AP	10.633293
CD2BP2	0.782427
CD300A	5.6296
CD300C	6.586474
CD300E	8.576237
CD300H	11.475408
CD300LD	9.203111
CD300LF	6.945001
CD300LG	5.889632
CD302	7.13342
CD320	9.913492
CD33	9.910575
CD34	3.621772
CD36	7.194589
CD37	7.610464
CD38	7.889429
CD3D	8.332554
CD3E	2.348364
CD3EAP	6.157151
CD3G	3.887303
CD4	6.188281
CD40	8.764309
CD40LG	8.922356
CD44	2.903833
CD46	4.295286
CD47	2.37105
CD48	2.638197
CD5	5.04029
CD52	11.16905
CD53	6.532044
CD55	9.267503
CD58	5.78064
CD59	10.135608
CD5L	4.370211
CD6	9.565613
CD63	1.566992
CD68	4.933966
CD69	4.326996
CD7	6.274707
CD72	11.050234
CD74	0.603845
CD79A	9.892386
CD79B	9.619625
CD80	5.894806
CD81	7.942186
CD82	9.499323
CD83	10.470943
CD84	9.216507
CD86	2.646052
CD8A	10.40966
CD9	8.977297
CD93	0.473088
CD96	8.599971
CD99	9.254374
CD99L2	2.076786
CDA	9.159889
CDADC1	1.650037
CDAN1	2.248578
CDC123	7.430937
CDC14A	1.17895
CDC14C	4.229943
CDC16	2.196984
CDC20	7.872973
CDC20B	6.73521
CDC23	3.697702
CDC25A	4.322634
CDC25B	9.896
CDC25C	2.216382
CDC26	10.497029
CDC27	6.061635
CDC34	0.930775
CDC37	11.324941
CDC37L1	4.154332
CDC40	2.806216
CDC42	0.804473
CDC42BPA	1.97489
CDC42BPB	1.689417
CDC42BPG	2.815485
CDC42EP1	0.367827
CDC42EP2	9.319752
CDC42EP3	3.034432
CDC42SE1	1.964009
CDC42SE2	3.733218
CDC45	11.37708
CDC5L	4.760835
CDC6	9.179531
CDC73	2.773955
CDCA2	4.138015
CDCA3	9.945386
CDCA5	7.536639
CDCA7	6.856689
CDCA7L	3.613406
CDCA8	5.734566
CDCP1	0.405922
CDH1	9.30833
CDH10	5.949877
CDH11	6.85553
CDH12	9.089946
CDH13	5.659811
CDH15	9.572457
CDH16	6.526257
CDH17	8.709185
CDH18	11.808056
CDH19	2.220409
CDH2	1.728608
CDH20	12.113097
CDH22	8.327259
CDH23	4.04529
CDH24	3.241838
CDH26	11.05669
CDH3	1.611968
CDH4	2.876303
CDH5	4.905134
CDH6	9.960228
CDH7	3.09577
CDH8	10.126371
CDH9	6.126635
CDHR1	6.372591
CDHR2	10.553419
CDHR3	7.374231
CDHR5	2.006409
CDIP1	3.587449
CDIPT	4.214374
CDK1	5.829149
CDK10	9.438135
CDK12	3.497477
CDK13	9.176065
CDK14	1.628554
CDK15	0.436338
CDK16	8.237682
CDK17	8.19359
CDK18	4.095051
CDK19	1.007581
CDK2	10.454668
CDK20	10.627577
CDK2AP1	10.535811
CDK2AP2	4.787915
CDK3	11.222816
CDK4	8.661248
CDK5	6.855661
CDK5R1	1.392046
CDK5R2	4.460081
CDK5RAP1	11.731032
CDK5RAP2	8.883755
CDK5RAP3	8.745795
CDK6	4.684038
CDK7	4.256152
CDK8	8.841465
CDK9	4.972501
CDKAL1	10.606099
CDKL1	5.597569
CDKL2	1.514519
CDKL3	7.459035
CDKL4	2.498258
CDKL5	6.650098
CDKN1A	5.931094
CDKN1B	10.085801
CDKN2AIP	1.573456
CDKN2AIPNL	3.936116
CDKN2B	6.445632
CDKN2C	2.359128
CDKN2D	7.98463
CDKN3	2.827563
CDNF	10.110761
CDO1	9.783031
CDON	11.329492
CDPF1	8.667557
CDR1	9.092109
CDR2L	7.971263
CDRT4	2.506669
CDS1	5.183549
CDS2	5.18878
CDT1	1.224718
CDV3	9.376643
CDX1	11.25761
CDX4	9.84354
CDYL	10.534162
CDYL2	6.236739
CEACAM18	8.569498
CEACAM19	3.586634
CEACAM20	10.692275
CEACAM4	8.915522
CEACAM8	1.934322
CEBPA	0.821334
CEBPB	1.633425
CEBPD	11.927774
CEBPE	12.041689
CEBPG	5.624658
CEBPZ	8.342114
CECR2	4.775221
CEL	8.328532
CELA1	3.749161
CELA2B	0.672242
CELF1	0.41432
CELF2	3.991439
CELF3	11.889466
CELF4	9.168252
CELSR1	11.167889
CELSR2	2.26938
CELSR3	9.869411
CEMIP	1.305538
CEMIP2	3.833754
CENPA	10.80791
CENPB	2.976002
CENPBD1	10.845594
CENPC	2.883494
CENPE	3.777784
CENPF	10.647513
CENPH	6.462528
CENPI	10.548032
CENPJ	10.031129
CENPK	6.395591
CENPL	7.817776
CENPM	0.489014
CENPN	6.520819
CENPO	10.118556
CENPP	7.509019
CENPQ	10.95778
CENPS-CORT	12.24518
CENPT	11.038408
CENPU	5.120056
CENPV	11.600106
CENPW	4.699759
CENPX	2.671204
CEP104	6.380515
CEP112	4.278525
CEP120	7.514393
CEP126	5.717098
CEP128	9.265087
CEP131	9.273435
CEP135	7.984814
CEP152	9.557142
CEP162	4.527876
CEP164	11.433497
CEP170	1.244807
CEP170B	5.087757
CEP19	2.418279
CEP192	10.337423
CEP250	10.113982
CEP290	4.919364
CEP295	7.421931
CEP295NL	8.424301
CEP350	7.654574
CEP41	3.620349
CEP44	3.333203
CEP55	4.054925
CEP57	11.312073
CEP57L1	9.021025
CEP63	0.746422
CEP68	10.732026
CEP70	11.463127
CEP72	4.44808
CEP76	12.226365
CEP78	7.912446
CEP83	9.332223
CEP85	7.785983
CEP85L	4.131942
CEP89	8.488608
CEP95	2.204601
CEP97	5.920174
CEPT1	8.914901
CER1	3.263486
CERCAM	5.623025
CERK	11.094319
CERKL	2.351102
CERS2	3.256791
CERS3	6.3895
CERS4	5.190749
CERS5	4.678179
CERS6	7.844647
CES1	9.388929
CETN2	11.190505
CETN3	9.396525
CETP	2.372316
CFAP100	4.200289
CFAP126	5.819458
CFAP157	11.456816
CFAP161	4.07154
CFAP20	2.679548
CFAP206	1.728738
CFAP221	7.092261
CFAP298	6.713204
CFAP299	3.849006
CFAP300	2.307714
CFAP36	0.383186
CFAP410	7.432116
CFAP43	5.185618
CFAP44	5.550756
CFAP45	9.865417
CFAP46	5.055632
CFAP52	9.3025
CFAP54	8.558119
CFAP57	4.485479
CFAP58	5.717366
CFAP61	7.077828
CFAP65	4.794676
CFAP69	9.687976
CFAP70	6.715344
CFAP73	5.298924
CFAP74	2.920902
CFAP77	11.196336
CFAP97	7.614116
CFAP97D1	10.498573
CFAP99	10.028986
CFD	2.382247
CFDP1	7.462938
CFH	8.771376
CFHR5	2.482254
CFL1	4.765099
CFL2	9.270409
CFLAR	7.730448
CFP	8.4189
CFTR	1.424464
