Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
ENSMFAG00000021769	OR2M4	ENSG00000171180	OR2M4	ortholog_one2one	1
ENSMFAG00000062903					
ENSMFAG00000064398	Metazoa_SRP				
ENSMFAG00000022778	U6				
ENSMFAG00000030055	WDR77	ENSG00000116455	WDR77	ortholog_one2one	1
ENSMFAG00000039162	COX20	ENSG00000203667	COX20	ortholog_one2one	1
ENSMFAG00000007847	SNORA58	ENSG00000201003		ortholog_one2one	1
ENSMFAG00000033865	CD101	ENSG00000134256	CD101	ortholog_one2one	1
ENSMFAG00000063001		ENSG00000177212	OR2T33	ortholog_many2many	1
ENSMFAG00000063001		ENSG00000177201	OR2T12	ortholog_many2many	1
ENSMFAG00000063001		ENSG00000177462	OR2T8	ortholog_many2many	0
ENSMFAG00000055659	Metazoa_SRP				
ENSMFAG00000064374					
ENSMFAG00000038821	ST3GAL3	ENSG00000126091	ST3GAL3	ortholog_one2one	1
ENSMFAG00000040178	PRKAB2	ENSG00000131791	PRKAB2	ortholog_one2one	1
ENSMFAG00000045916					
ENSMFAG00000053685	Metazoa_SRP				
ENSMFAG00000001110	LIN9	ENSG00000183814	LIN9	ortholog_one2one	1
ENSMFAG00000041764	CRP	ENSG00000132693	CRP	ortholog_one2one	1
ENSMFAG00000054462					
ENSMFAG00000042548	CFAP100	ENSG00000163885	CFAP100	ortholog_one2one	1
ENSMFAG00000021129	U3	ENSG00000281710	U3	ortholog_one2one	1
ENSMFAG00000056720					
ENSMFAG00000048777					
ENSMFAG00000044660					
ENSMFAG00000056458					
ENSMFAG00000041049	GLIS1	ENSG00000174332	GLIS1	ortholog_one2one	1
ENSMFAG00000044167	ZMPSTE24	ENSG00000084073	ZMPSTE24	ortholog_one2one	1
ENSMFAG00000000631	CYP4X1	ENSG00000186377	CYP4X1	ortholog_one2one	1
ENSMFAG00000063755					
ENSMFAG00000011319	Metazoa_SRP	ENSG00000243437	RN7SL370P	ortholog_one2one	1
ENSMFAG00000033986	STAG1	ENSG00000118007	STAG1	ortholog_one2one	1
ENSMFAG00000063855					
ENSMFAG00000028035	GPR160	ENSG00000173890	GPR160	ortholog_one2one	1
ENSMFAG00000057662	APCS	ENSG00000132703	APCS	ortholog_one2one	1
ENSMFAG00000061973					
ENSMFAG00000041335	S100A1	ENSG00000160678	S100A1	ortholog_one2one	1
ENSMFAG00000005848	Y_RNA	ENSG00000252585	Y_RNA	ortholog_one2one	0
ENSMFAG00000002712	C4BPB	ENSG00000123843	C4BPB	ortholog_one2one	1
ENSMFAG00000001728	WRAP73	ENSG00000116213	WRAP73	ortholog_one2one	1
ENSMFAG00000002890	SCYL3	ENSG00000000457	SCYL3	ortholog_one2one	1
ENSMFAG00000043743	DUSP12	ENSG00000081721	DUSP12	ortholog_one2one	1
ENSMFAG00000001765	EFCAB7	ENSG00000203965	EFCAB7	ortholog_one2one	1
ENSMFAG00000051739	Metazoa_SRP				
ENSMFAG00000048986		ENSG00000198128	OR2L3	ortholog_one2many	0
ENSMFAG00000048986		ENSG00000279263	OR2L8	ortholog_one2many	0
ENSMFAG00000038301	PTGFRN	ENSG00000134247	PTGFRN	ortholog_one2one	1
ENSMFAG00000063841	Metazoa_SRP				
ENSMFAG00000020783	U4				
ENSMFAG00000061006	Metazoa_SRP	ENSG00000241347	RN7SL466P	ortholog_one2many	1
ENSMFAG00000047544	Y_RNA	ENSG00000199442	Y_RNA	ortholog_one2one	1
ENSMFAG00000050143					
ENSMFAG00000053876					
ENSMFAG00000003295					
ENSMFAG00000045968	MFAP2	ENSG00000117122	MFAP2	ortholog_one2one	1
ENSMFAG00000050019					
ENSMFAG00000013020	U7	ENSG00000239007	RNU7-95P	ortholog_one2one	1
ENSMFAG00000065436					
ENSMFAG00000021282	U1				
ENSMFAG00000032020	S100A16	ENSG00000188643	S100A16	ortholog_one2one	1
ENSMFAG00000048559		ENSG00000132185	FCRLA	ortholog_one2many	1
ENSMFAG00000032549	DESI2	ENSG00000121644	DESI2	ortholog_one2one	1
ENSMFAG00000052629					
ENSMFAG00000032544	CYP4A11	ENSG00000162365	CYP4A22	ortholog_many2many	0
ENSMFAG00000032544	CYP4A11	ENSG00000187048	CYP4A11	ortholog_many2many	1
ENSMFAG00000063915					
ENSMFAG00000002322	OR2AK2	ENSG00000187080	OR2AK2	ortholog_one2one	1
ENSMFAG00000063240					
ENSMFAG00000058464					
ENSMFAG00000034315	OVGP1	ENSG00000085465	OVGP1	ortholog_one2one	1
ENSMFAG00000029921					
ENSMFAG00000057721					
ENSMFAG00000040855	DMRTB1	ENSG00000143006	DMRTB1	ortholog_one2one	1
ENSMFAG00000064371					
ENSMFAG00000035358	COP1	ENSG00000143207	COP1	ortholog_one2one	1
ENSMFAG00000054650					
ENSMFAG00000052136	OR2L13	ENSG00000196071	OR2L13	ortholog_one2one	1
ENSMFAG00000035960	GON4L	ENSG00000116580	GON4L	ortholog_one2one	1
ENSMFAG00000049181					
ENSMFAG00000056274					
ENSMFAG00000057921					
ENSMFAG00000062230					
ENSMFAG00000053431	snoU13				
ENSMFAG00000036150	CD2	ENSG00000116824	CD2	ortholog_one2one	1
ENSMFAG00000003648	S100A2	ENSG00000196754	S100A2	ortholog_one2one	1
ENSMFAG00000060931					
ENSMFAG00000043368	AK5	ENSG00000154027	AK5	ortholog_one2one	1
ENSMFAG00000055331					
ENSMFAG00000059833	snoU13				
ENSMFAG00000056969	Y_RNA				
ENSMFAG00000014775	Metazoa_SRP	ENSG00000239494	RN7SL333P	ortholog_one2one	1
ENSMFAG00000047962					
ENSMFAG00000062286					
ENSMFAG00000036747		ENSG00000058453	CROCC	ortholog_one2one	0
ENSMFAG00000031207	CYP4B1	ENSG00000142973	CYP4B1	ortholog_one2one	1
ENSMFAG00000051802					
ENSMFAG00000047106					
ENSMFAG00000057058					
ENSMFAG00000061963	Metazoa_SRP				
ENSMFAG00000011161					
ENSMFAG00000061338	Metazoa_SRP				
ENSMFAG00000039872					
ENSMFAG00000050068					
ENSMFAG00000042703	S100A3	ENSG00000188015	S100A3	ortholog_one2one	1
ENSMFAG00000059830	FCER1A	ENSG00000179639	FCER1A	ortholog_one2one	1
ENSMFAG00000004859	U6				
ENSMFAG00000002550	KLF15	ENSG00000163884	KLF15	ortholog_one2one	1
ENSMFAG00000055975	Metazoa_SRP				
ENSMFAG00000038683	TMCO2	ENSG00000188800	TMCO2	ortholog_one2one	1
ENSMFAG00000055877					
ENSMFAG00000038066		ENSG00000143226	FCGR2A	ortholog_many2many	1
ENSMFAG00000038066		ENSG00000072694	FCGR2B	ortholog_many2many	1
ENSMFAG00000038066		ENSG00000244682	FCGR2C	ortholog_many2many	0
ENSMFAG00000034130	PHC3	ENSG00000173889	PHC3	ortholog_one2one	1
ENSMFAG00000038084	CIMAP3	ENSG00000173947	CIMAP3	ortholog_one2one	1
ENSMFAG00000002526	PARP1	ENSG00000143799	PARP1	ortholog_one2one	1
ENSMFAG00000059534					
ENSMFAG00000064050		ENSG00000177212	OR2T33	ortholog_many2many	0
ENSMFAG00000064050		ENSG00000177201	OR2T12	ortholog_many2many	0
ENSMFAG00000064050		ENSG00000177462	OR2T8	ortholog_many2many	1
ENSMFAG00000048595					
ENSMFAG00000034151	ATP2B2	ENSG00000157087	ATP2B2	ortholog_one2one	1
ENSMFAG00000063124	S100A4	ENSG00000196154	S100A4	ortholog_one2one	1
ENSMFAG00000055946					
ENSMFAG00000050826	Metazoa_SRP				
ENSMFAG00000064167					
ENSMFAG00000055776	Metazoa_SRP				
ENSMFAG00000060080					
ENSMFAG00000036375	NCF2	ENSG00000116701	NCF2	ortholog_one2one	1
ENSMFAG00000020196	OR2W3	ENSG00000238243	OR2W3	ortholog_one2one	1
ENSMFAG00000048784					
ENSMFAG00000038669	KDM4A	ENSG00000066135	KDM4A	ortholog_one2one	1
ENSMFAG00000000910	IGSF3	ENSG00000143061	IGSF3	ortholog_one2one	1
ENSMFAG00000046115	S100A5	ENSG00000196420	S100A5	ortholog_one2one	1
ENSMFAG00000001299	RLF	ENSG00000117000	RLF	ortholog_one2one	1
ENSMFAG00000062077					
ENSMFAG00000037093	TPRG1L	ENSG00000158109	TPRG1L	ortholog_one2one	1
ENSMFAG00000045739	ANKRD28	ENSG00000206560	ANKRD28	ortholog_one2one	1
ENSMFAG00000058777	U1				
ENSMFAG00000061989	TRIM58	ENSG00000162722	TRIM58	ortholog_one2one	1
ENSMFAG00000065166	U1				
ENSMFAG00000050751	ACKR1	ENSG00000213088	ACKR1	ortholog_one2one	1
ENSMFAG00000005378	SCARNA3	ENSG00000252906	SCARNA3	ortholog_one2one	1
ENSMFAG00000062973					
ENSMFAG00000011881	U7	ENSG00000251767	RNU7-8P	ortholog_one2one	1
ENSMFAG00000039131	CD55	ENSG00000196352	CD55	ortholog_one2one	1
ENSMFAG00000054552	U1	ENSG00000207340	RNVU1-1	ortholog_one2one	0
ENSMFAG00000050150	U1	ENSG00000207513	RNU1-3	ortholog_one2many	0
ENSMFAG00000005939	Y_RNA				
ENSMFAG00000032857		ENSG00000197956	S100A6	ortholog_one2one	0
ENSMFAG00000056017	U1	ENSG00000275987	U1	ortholog_many2many	1
ENSMFAG00000056017	U1	ENSG00000277234	RNU1-5P	ortholog_many2many	1
ENSMFAG00000056017	U1	ENSG00000277344	RNU1-6P	ortholog_many2many	1
ENSMFAG00000061100		ENSG00000188375	H3-5	ortholog_one2one	0
ENSMFAG00000016125	Metazoa_SRP				
ENSMFAG00000008707	U6				
ENSMFAG00000057563					
ENSMFAG00000050686					
ENSMFAG00000033300	RBMS3	ENSG00000144642	RBMS3	ortholog_one2one	1
ENSMFAG00000054993	U3				
ENSMFAG00000052714		ENSG00000293268		ortholog_one2many	0
ENSMFAG00000054604	U1	ENSG00000275987	U1	ortholog_many2many	0
ENSMFAG00000054604	U1	ENSG00000277234	RNU1-5P	ortholog_many2many	0
ENSMFAG00000054604	U1	ENSG00000277344	RNU1-6P	ortholog_many2many	0
ENSMFAG00000011805	U7	ENSG00000273629	U7	ortholog_one2one	1
ENSMFAG00000033601	PIGK	ENSG00000142892	PIGK	ortholog_one2one	1
ENSMFAG00000044331	OR11L1	ENSG00000197591	OR11L1	ortholog_one2one	1
ENSMFAG00000052206					
ENSMFAG00000035398	STUM	ENSG00000203685	STUM	ortholog_one2one	1
ENSMFAG00000060985	U1				
ENSMFAG00000054730	U1				
ENSMFAG00000049906					
ENSMFAG00000060139					
ENSMFAG00000059665					
ENSMFAG00000051118					
ENSMFAG00000053227	Metazoa_SRP				
ENSMFAG00000061166	U1				
ENSMFAG00000062981	OR9H1P	ENSG00000228336	OR9H1	ortholog_one2one	1
ENSMFAG00000036907		ENSG00000142949	PTPRF	ortholog_one2one	0
ENSMFAG00000003339	CHIA	ENSG00000134216	CHIA	ortholog_one2one	1
ENSMFAG00000047816					
ENSMFAG00000024756	CADM3	ENSG00000162706	CADM3	ortholog_one2one	1
ENSMFAG00000042899	CD58	ENSG00000116815	CD58	ortholog_one2one	1
ENSMFAG00000059556	U1	ENSG00000207205	RNVU1-15	ortholog_one2many	0
ENSMFAG00000059556	U1	ENSG00000275538	RNVU1-19	ortholog_one2many	0
ENSMFAG00000059556	U1	ENSG00000207501	RNVU1-14	ortholog_one2many	0
ENSMFAG00000059556	U1	ENSG00000274210	RNVU1-27	ortholog_one2many	0
ENSMFAG00000055691					
ENSMFAG00000030675	KIFAP3	ENSG00000075945	KIFAP3	ortholog_one2one	1
ENSMFAG00000041946	OR1C1	ENSG00000221888	OR1C1	ortholog_one2one	1
ENSMFAG00000049134					
ENSMFAG00000050003					
ENSMFAG00000038571		ENSG00000159658	EFCAB14	ortholog_one2many	1
ENSMFAG00000041884	ST6GALNAC5	ENSG00000117069	ST6GALNAC5	ortholog_one2one	1
ENSMFAG00000035876	ITPKB	ENSG00000143772	ITPKB	ortholog_one2one	1
ENSMFAG00000056574	U6	ENSG00000199536	RNU6-315P	ortholog_one2one	1
ENSMFAG00000041804					
ENSMFAG00000060769	OR14K1	ENSG00000153230	OR14K1	ortholog_one2one	1
ENSMFAG00000053296					
ENSMFAG00000045741	HJV	ENSG00000168509	HJV	ortholog_one2one	1
ENSMFAG00000012241	U7				
ENSMFAG00000040580	PAPPA2	ENSG00000116183	PAPPA2	ortholog_one2one	1
ENSMFAG00000052980	OR14A2	ENSG00000241128	OR14A2	ortholog_one2one	1
ENSMFAG00000055624					
ENSMFAG00000039614		ENSG00000196839	ADA	ortholog_one2many	1
ENSMFAG00000036678	ARPC5	ENSG00000162704	ARPC5	ortholog_one2one	1
ENSMFAG00000062900	ZBED2	ENSG00000177494	ZBED2	ortholog_one2one	1
ENSMFAG00000054925	OR6F1	ENSG00000169214	OR6F1	ortholog_one2one	1
ENSMFAG00000031664	MSTO1	ENSG00000125459	MSTO1	ortholog_one2one	1
ENSMFAG00000063806					
ENSMFAG00000053714					
ENSMFAG00000000314					
ENSMFAG00000046116					
ENSMFAG00000043175	FCGR3A	ENSG00000162747	FCGR3B	ortholog_many2many	1
ENSMFAG00000043175	FCGR3A	ENSG00000203747	FCGR3A	ortholog_many2many	1
ENSMFAG00000057839					
ENSMFAG00000022290	Metazoa_SRP	ENSG00000263841	RN7SL44P	ortholog_one2one	1
ENSMFAG00000040493	U6	ENSG00000199921	RNU6-161P	ortholog_one2one	1
ENSMFAG00000026603	OR13G1	ENSG00000197437	OR13G1	ortholog_one2one	1
ENSMFAG00000055824					
ENSMFAG00000043348	HYI	ENSG00000178922	HYI	ortholog_one2one	1
ENSMFAG00000060751					
ENSMFAG00000033487	CATSPERE	ENSG00000179397	CATSPERE	ortholog_one2one	1
ENSMFAG00000046327	TXNIP	ENSG00000265972	TXNIP	ortholog_one2one	1
ENSMFAG00000054654					
ENSMFAG00000058378					
ENSMFAG00000031835	AIM2	ENSG00000163568	AIM2	ortholog_one2one	1
ENSMFAG00000042910	PRKCI	ENSG00000163558	PRKCI	ortholog_one2one	1
ENSMFAG00000060693					
ENSMFAG00000053743					
ENSMFAG00000065826					
ENSMFAG00000060953		ENSG00000184330	S100A7A	ortholog_one2many	1
ENSMFAG00000034535					
ENSMFAG00000011957	Y_RNA	ENSG00000200547	Y_RNA	ortholog_one2one	1
ENSMFAG00000038282	ST6GALNAC3	ENSG00000184005	ST6GALNAC3	ortholog_one2one	1
ENSMFAG00000029038	PPT1	ENSG00000131238	PPT1	ortholog_one2one	1
ENSMFAG00000058716	U6	ENSG00000212385	RNU6-817P	ortholog_one2one	1
ENSMFAG00000039810	ALDH1L1	ENSG00000144908	ALDH1L1	ortholog_one2one	1
ENSMFAG00000000107	PSEN2	ENSG00000143801	PSEN2	ortholog_one2one	1
ENSMFAG00000001986	CD96	ENSG00000153283	CD96	ortholog_one2one	1
ENSMFAG00000056426	U6	ENSG00000206921	RNU6-481P	ortholog_one2one	1
ENSMFAG00000036788					
ENSMFAG00000001219	POLR3GL	ENSG00000121851	POLR3GL	ortholog_one2one	1
ENSMFAG00000049823					
ENSMFAG00000056090	GCSAML	ENSG00000169224	GCSAML	ortholog_one2one	1
ENSMFAG00000060954					
ENSMFAG00000002258					
ENSMFAG00000063928	Y_RNA	ENSG00000200118	Y_RNA	ortholog_one2one	1
ENSMFAG00000053450					
ENSMFAG00000047940	Metazoa_SRP				
ENSMFAG00000000103	CFAP126	ENSG00000188931	CFAP126	ortholog_one2one	1
ENSMFAG00000037152	CHI3L2	ENSG00000064886	CHI3L2	ortholog_one2one	1
ENSMFAG00000044899	ASB17	ENSG00000154007	ASB17	ortholog_one2one	1
ENSMFAG00000029702					
ENSMFAG00000029995	SKIL	ENSG00000136603	SKIL	ortholog_one2one	1
ENSMFAG00000062422					
ENSMFAG00000032110	RGL1	ENSG00000143344	RGL1	ortholog_one2one	1
ENSMFAG00000045043	COQ8A	ENSG00000163050	COQ8A	ortholog_one2one	1
ENSMFAG00000014051	Metazoa_SRP	ENSG00000272096	RN7SL715P	ortholog_one2one	1
ENSMFAG00000034219	ATP1A1	ENSG00000163399	ATP1A1	ortholog_one2one	1
ENSMFAG00000033466		ENSG00000184330	S100A7A	ortholog_one2many	1
ENSMFAG00000050371	ANKRD34A	ENSG00000272031	ANKRD34A	ortholog_one2one	1
ENSMFAG00000039668					
ENSMFAG00000055683	Metazoa_SRP				
ENSMFAG00000046003		ENSG00000142794	NBPF3	ortholog_one2many	0
ENSMFAG00000064805					
ENSMFAG00000056705	OR2C3	ENSG00000196242	OR2C3	ortholog_one2one	1
ENSMFAG00000039763	TEX38	ENSG00000186118	TEX38	ortholog_one2one	1
ENSMFAG00000040128	CLDN11	ENSG00000013297	CLDN11	ortholog_one2one	1
ENSMFAG00000008963	Metazoa_SRP	ENSG00000244256	RN7SL130P	ortholog_one2one	1
ENSMFAG00000029820	OR2B11	ENSG00000177535	OR2B11	ortholog_one2one	1
ENSMFAG00000031809	LIX1L	ENSG00000271601	LIX1L	ortholog_one2one	1
ENSMFAG00000041789	IFI16	ENSG00000163565	IFI16	ortholog_one2one	1
ENSMFAG00000039568	S100A8	ENSG00000143546	S100A8	ortholog_one2one	1
ENSMFAG00000038806	MSH4	ENSG00000057468	MSH4	ortholog_one2one	1
ENSMFAG00000055193	U7	ENSG00000251720	RNU7-123P	ortholog_one2one	1
ENSMFAG00000031018	LRP8	ENSG00000157193	LRP8	ortholog_one2one	1
ENSMFAG00000042114	SDHC	ENSG00000143252	SDHC	ortholog_one2one	1
ENSMFAG00000047772					
ENSMFAG00000063241					
ENSMFAG00000005068	U6	ENSG00000200571	RNU6-1284P	ortholog_one2one	1
ENSMFAG00000032560	SLC7A14	ENSG00000013293	SLC7A14	ortholog_one2one	1
ENSMFAG00000015006	Y_RNA				
ENSMFAG00000016890	MIR885	ENSG00000216135	MIR885	ortholog_one2one	1
ENSMFAG00000033114	S100A12	ENSG00000163221	S100A12	ortholog_one2one	1
ENSMFAG00000003296					
ENSMFAG00000030680	CR2	ENSG00000117322	CR2	ortholog_one2one	1
ENSMFAG00000032003	MOB3C	ENSG00000142961	MOB3C	ortholog_one2one	1
ENSMFAG00000036723	MEGF6	ENSG00000162591	MEGF6	ortholog_one2one	1
ENSMFAG00000049970					
ENSMFAG00000033539	BTD	ENSG00000169814	BTD	ortholog_one2one	1
ENSMFAG00000052657					
ENSMFAG00000019261	Metazoa_SRP	ENSG00000243051	RN7SL269P	ortholog_one2one	1
ENSMFAG00000057997	Metazoa_SRP				
ENSMFAG00000045376	RBM8A	ENSG00000265241	RBM8A	ortholog_one2one	1
ENSMFAG00000045130	S100A9	ENSG00000163220	S100A9	ortholog_one2one	1
ENSMFAG00000036546	DENND2D	ENSG00000162777	DENND2D	ortholog_one2one	1
ENSMFAG00000063985					
ENSMFAG00000057912					
ENSMFAG00000016006	SLC35G2	ENSG00000168917	SLC35G2	ortholog_one2one	1
ENSMFAG00000038424	NLRP3	ENSG00000162711	NLRP3	ortholog_one2one	1
ENSMFAG00000004239	C3orf33	ENSG00000174928	C3orf33	ortholog_one2one	1
ENSMFAG00000054203	Metazoa_SRP				
ENSMFAG00000049493	APOBEC4	ENSG00000173627	APOBEC4	ortholog_one2one	1
ENSMFAG00000038829	NTMT2	ENSG00000203740	NTMT2	ortholog_one2one	1
ENSMFAG00000001759	MPZ	ENSG00000158887	MPZ	ortholog_one2one	1
ENSMFAG00000061725					
ENSMFAG00000001084	NECTIN3	ENSG00000177707	NECTIN3	ortholog_one2one	1
ENSMFAG00000053966					
ENSMFAG00000054489					
ENSMFAG00000002961	PGLYRP4	ENSG00000163218	PGLYRP4	ortholog_one2one	1
ENSMFAG00000041093					
ENSMFAG00000000883	PYHIN1	ENSG00000163564	PYHIN1	ortholog_one2one	1
ENSMFAG00000001853	GORAB	ENSG00000120370	GORAB	ortholog_one2one	1
ENSMFAG00000034176	SLC6A11	ENSG00000132164	SLC6A11	ortholog_one2one	1
ENSMFAG00000035164					
ENSMFAG00000052603	U3	ENSG00000221040	U3	ortholog_one2one	1
ENSMFAG00000002743	SZT2	ENSG00000198198	SZT2	ortholog_one2one	1
ENSMFAG00000057969	SLC33A1	ENSG00000169359	SLC33A1	ortholog_one2one	1
ENSMFAG00000014239	Y_RNA				
ENSMFAG00000003043	ASTN1	ENSG00000152092	ASTN1	ortholog_one2one	1
ENSMFAG00000055960					
ENSMFAG00000052735	PEX11B	ENSG00000131779	PEX11B	ortholog_one2one	1
ENSMFAG00000064812	U6	ENSG00000207321	RNU6-160P	ortholog_one2one	1
ENSMFAG00000044882	NCK1	ENSG00000158092	NCK1	ortholog_one2one	1
ENSMFAG00000065702					
ENSMFAG00000042466	MAB21L3	ENSG00000173212	MAB21L3	ortholog_one2one	1
ENSMFAG00000064046	OR6N2	ENSG00000188340	OR6N2	ortholog_one2one	1
ENSMFAG00000035433	ZNF496	ENSG00000162714	ZNF496	ortholog_one2one	1
ENSMFAG00000000787	COLGALT2	ENSG00000198756	COLGALT2	ortholog_one2one	1
ENSMFAG00000040293	PGLYRP3	ENSG00000159527	PGLYRP3	ortholog_one2one	1
ENSMFAG00000044191	CEPT1	ENSG00000134255	CEPT1	ortholog_one2one	1
ENSMFAG00000036663	CAP1	ENSG00000131236	CAP1	ortholog_one2one	1
ENSMFAG00000041383	RPL22L1	ENSG00000163584	RPL22L1	ortholog_one2one	1
ENSMFAG00000026976	MKNK1	ENSG00000079277	MKNK1	ortholog_one2one	1
ENSMFAG00000030092	U1	ENSG00000272020	RNU1-30P	ortholog_one2one	1
ENSMFAG00000040062		ENSG00000142856	ITGB3BP	ortholog_one2one	0
ENSMFAG00000064922	OR6N1	ENSG00000197403	OR6N1	ortholog_one2one	1
ENSMFAG00000050061	PRRX1	ENSG00000116132	PRRX1	ortholog_one2one	1
ENSMFAG00000050018	U6				
ENSMFAG00000063228					
ENSMFAG00000052473					
ENSMFAG00000042672	SLC22A15	ENSG00000163393	SLC22A15	ortholog_one2one	1
ENSMFAG00000031112	DAP3	ENSG00000132676	DAP3	ortholog_one2one	1
ENSMFAG00000054265					
ENSMFAG00000057384	Y_RNA	ENSG00000202079	Y_RNA	ortholog_one2one	1
ENSMFAG00000050577	OR6K6	ENSG00000180433	OR6K6	ortholog_one2one	1
ENSMFAG00000045437	IL20RB	ENSG00000174564	IL20RB	ortholog_one2one	1
ENSMFAG00000036131	CDC42BPA	ENSG00000143776	CDC42BPA	ortholog_one2one	1
ENSMFAG00000052453					
ENSMFAG00000051597					
ENSMFAG00000039350	GMPS	ENSG00000163655	GMPS	ortholog_one2one	1
ENSMFAG00000061643					
ENSMFAG00000054001					
ENSMFAG00000044188					
ENSMFAG00000032655	ACADM	ENSG00000117054	ACADM	ortholog_one2one	1
ENSMFAG00000029238	SOX14	ENSG00000168875	SOX14	ortholog_one2one	1
ENSMFAG00000062396					
ENSMFAG00000060908	OR6K3	ENSG00000203757	OR6K3	ortholog_one2one	1
ENSMFAG00000032595	EIF5A2	ENSG00000163577	EIF5A2	ortholog_one2one	1
ENSMFAG00000053964					
ENSMFAG00000043233					
ENSMFAG00000041032	ZNF124	ENSG00000196418	ZNF124	ortholog_one2one	1
ENSMFAG00000039666					
ENSMFAG00000057817					
ENSMFAG00000050556	Y_RNA	ENSG00000201426	Y_RNA	ortholog_one2one	1
ENSMFAG00000036316		ENSG00000109971	HSPA8	ortholog_one2one	0
ENSMFAG00000012240	PRR9	ENSG00000203783	PRR9	ortholog_one2one	1
ENSMFAG00000030870	U6atac				
ENSMFAG00000004437	MROH9	ENSG00000117501	MROH9	ortholog_one2one	1
ENSMFAG00000057471		ENSG00000177551	NHLH2	ortholog_one2one	0
ENSMFAG00000051953					
ENSMFAG00000003599	CR1	ENSG00000203710	CR1	ortholog_one2one	1
ENSMFAG00000007438	SLC6A1	ENSG00000157103	SLC6A1	ortholog_one2one	1
ENSMFAG00000014321	U1	ENSG00000199488	RNU1-70P	ortholog_one2one	1
ENSMFAG00000058879					
ENSMFAG00000034241	HACL1	ENSG00000131373	HACL1	ortholog_one2one	1
ENSMFAG00000043309	ITGA10	ENSG00000143127	ITGA10	ortholog_one2one	1
ENSMFAG00000054646					
ENSMFAG00000064686					
ENSMFAG00000044667	NR1I3	ENSG00000143257	NR1I3	ortholog_one2one	1
ENSMFAG00000041655	CLDN18	ENSG00000066405	CLDN18	ortholog_one2one	1
ENSMFAG00000045855	LRIF1	ENSG00000121931	LRIF1	ortholog_one2one	1
ENSMFAG00000048075					
ENSMFAG00000029972	SPTA1	ENSG00000163554	SPTA1	ortholog_one2one	1
ENSMFAG00000042482	CASQ2	ENSG00000118729	CASQ2	ortholog_one2one	1
ENSMFAG00000061490					
ENSMFAG00000003568	SLC41A3	ENSG00000114544	SLC41A3	ortholog_one2one	1
ENSMFAG00000057316	U3				
ENSMFAG00000003330	MFSD2A	ENSG00000168389	MFSD2A	ortholog_one2one	1
ENSMFAG00000038078	SLC2A2	ENSG00000163581	SLC2A2	ortholog_one2one	1
ENSMFAG00000039471	FMO3	ENSG00000007933	FMO3	ortholog_one2one	1
ENSMFAG00000003888		ENSG00000188295	ZNF669	ortholog_one2many	1
ENSMFAG00000035446					
ENSMFAG00000065811					
ENSMFAG00000043324	ZCWPW2	ENSG00000206559	ZCWPW2	ortholog_one2one	1
ENSMFAG00000036320	DPPA4	ENSG00000121570	DPPA4	ortholog_one2one	1
ENSMFAG00000037321	TSEN15	ENSG00000198860	TSEN15	ortholog_one2one	1
ENSMFAG00000057524	SPRR3	ENSG00000163209	SPRR3	ortholog_one2one	1
ENSMFAG00000037311	ZNF670	ENSG00000277462	ZNF670	ortholog_one2one	1
ENSMFAG00000027605					
ENSMFAG00000033160					
ENSMFAG00000044566		ENSG00000163530	DPPA2	ortholog_one2many	1
ENSMFAG00000041396	ALG6	ENSG00000088035	ALG6	ortholog_one2one	1
ENSMFAG00000003501					
ENSMFAG00000061652		ENSG00000163207	IVL	ortholog_one2one	0
ENSMFAG00000041691	DZIP1L	ENSG00000158163	DZIP1L	ortholog_one2one	1
ENSMFAG00000013052	Y_RNA	ENSG00000199840	Y_RNA	ortholog_one2one	1
ENSMFAG00000032889	AZI2	ENSG00000163512	AZI2	ortholog_one2one	1
ENSMFAG00000004130	U6	ENSG00000252889	RNU6-1236P	ortholog_one2one	1
ENSMFAG00000000860	VANGL1	ENSG00000173218	VANGL1	ortholog_one2one	1
ENSMFAG00000058771					
ENSMFAG00000005887	Y_RNA	ENSG00000207080	Y_RNA	ortholog_one2one	1
ENSMFAG00000029184	SMCP	ENSG00000163206	SMCP	ortholog_one2one	1
ENSMFAG00000052326					
ENSMFAG00000047437	Y_RNA	ENSG00000207356	Y_RNA	ortholog_one2one	1
ENSMFAG00000055124					
ENSMFAG00000057296					
ENSMFAG00000062664	U7				
ENSMFAG00000012085	Metazoa_SRP	ENSG00000244568	RN7SL654P	ortholog_one2one	1
ENSMFAG00000045183	FMO2	ENSG00000094963	FMO2	ortholog_one2one	1
ENSMFAG00000062321					
ENSMFAG00000031541					
ENSMFAG00000055674	Metazoa_SRP				
ENSMFAG00000063746					
ENSMFAG00000044276	C3orf85	ENSG00000241224	C3orf85	ortholog_one2one	1
ENSMFAG00000056927					
ENSMFAG00000052856	FOXD3	ENSG00000187140	FOXD3	ortholog_one2one	1
ENSMFAG00000050433	U7	ENSG00000238830	RNU7-46P	ortholog_one2many	0
ENSMFAG00000050433	U7	ENSG00000252080	RNU7-99P	ortholog_one2many	0
ENSMFAG00000032077	KCNAB1	ENSG00000169282	KCNAB1	ortholog_one2one	1
ENSMFAG00000056854	LCE1F	ENSG00000240386	LCE1F	ortholog_one2one	1
ENSMFAG00000004916	SNORA42	ENSG00000207502		ortholog_one2one	1
ENSMFAG00000029625	MYCL	ENSG00000116990	MYCL	ortholog_one2one	1
